id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
116;2021-10-25T12:00:10Z;Hombre cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);101 - 250;Nacional;4;Gerente;Indeterminado;Full time;Generalista;4;8;8;15;331325;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Comedor / Almuerzos, Gimnasio;Dos sueldos;2 ajustes;35;Julio;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Home office, reintegro de gastos en servicios;Si al terminar la entrevista se podía llevar el cv que yo había impreso porque quería resguardar sus datos;Pasión;No;De acuerdo;0.1;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy instatisfecho;4;106.46;1;331325;3112.201765921473;1
117;2021-10-25T12:02:40Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;4;HRBP;Indeterminado;Full time;Reclutamiento;0;3;2;10;155000;Combustible;No recibo bono;2 ajustes;33;Septiembre;No;Odoo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;155000;1455.9458951718957;1
118;2021-10-25T12:05:29Z;Hombre cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Bancos, banca online;2.501 - 5.000;Nacional;16;Jefe;Indeterminado;Full time;Reclutamiento;4;6;5;8;9130;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Mayo;No;No tenemos sistema de gestión;Talento Humano;No;0;3;Sí, activamente;Libertad para trabajar en Gestión;Ninguna;Pasión;No;De acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;4;6.96;1;9130;1311.7816091954023;1
120;2021-10-25T12:47:55Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;5.001 - 10.000;Multinacional;15;Analista;Plazo Fijo;Full time;Generalista;0;0;0;11;115000;Medicina prepaga / Plan de salud, Charter / Servicio de transporte;No recibo bono;2 ajustes;12;Septiembre;No;SAP / SuccessFactors;Gestión de RRHH y RSE;No;0;3;Sí, activamente;Horarios flexibles - Bonos;Si proyectaba tener hijos en lo inmediato;Empatía;No;Ni de acuerdo ni en desacuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;Mobbing;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;2 días;Mixta;Algo insatisfecho;3;106.46;1;115000;1080.2179222243096;1
121;2021-10-25T13:01:32Z;Mujer cis;41 - 45;Terciario abandonado;Psicología;No estudié en la Universidad;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;4;Analista;Indeterminado;Full time;Generalista;2;1;1;23;110000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;50;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No estoy buscando cambiar;Mas dias de vacaciones y algun bono sobre objetivos semestral o anual;No recuerdo;Confort;No;Totalmente de acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;A elección de cada empleado;Mixta;Algo insatisfecho;4;106.46;1;110000;1033.2519256058615;1
122;2021-10-25T13:11:50Z;Hombre cis;25 - 30;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;251 - 500;Nacional;5;Analista;Indeterminado;Full time;Administración de Personal;0;0;0;2;70000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;10;Septiembre;No;payrroll;Recursos Humanos;No;0;3;No,  pero escucho ofertas;home office;ninguna;dedicacion;No;De acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;No;Presencial 100%;No aplica;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;NA;106.46;1;70000;657.5239526582754;1
123;2021-10-25T13:23:24Z;Hombre cis;31 - 35;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Multinacional;30;Analista;Eventual;Full time;Reclutamiento;0;0;0;9;138000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Charter / Servicio de transporte, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas;No recibo bono;1 solo;15;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;138000;1296.2615066691717;1
125;2021-10-25T13:38:51Z;Mujer cis;25 - 30;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;80;HRBP;Indeterminado;Full time;Reclutamiento;0;0;2;2;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Dos sueldos;3 o más ajustes;25;Octubre;Si, en emprendimiento relacionado con RRHH;Jira;People Development Recruitment and Communication;Si;0.7;5;No estoy buscando cambiar;Tarjeta de supermercado;Por que usaba lentes ?;Empatia;No;Totalmente de acuerdo;0.8;En desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;Muy satisfecho;5;106.46;1;130000;1221.1159120796544;1
126;2021-10-25T13:41:11Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;4;HRBP;Indeterminado;Full time;Reclutamiento;0;0;2;3;120000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;Un sueldo;3 o más ajustes;40;Octubre;Si, en proyectos ad honorem;Recruitee como ATS, SageHR para licencias y legajos y Notion para tickets y docuemntación;People;Si;0.2;5;No estoy buscando cambiar;Reintegro por gastos de electricidad, jornada más corta, gastos de actividad física, creditos para almuerzo;-;Personas (L);No;Totalmente de acuerdo;0.8;De acuerdo;No tengo ninguna discapacidad;No se;No;Si;Remoto 100%;No aplica;De común acuerdo;5 días;Teletrabajo;No aplica / Prefiero no responder;4;106.46;1;120000;1127.183918842758;1
127;2021-10-25T13:49:46Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;1 - 50;Nacional;1;Responsable;Indeterminado;Full time;Capacitación y Desarrollo;0;2;0;2;97000;Medicina prepaga / Plan de salud, Home office;Menos de un sueldo;2 ajustes;47;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;97000;911.140334397896;1
128;2021-10-25T13:50:44Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;10;Analista;Eventual;Full time;Generalista;0;0;0;5;108000;Medicina prepaga / Plan de salud, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office;No recibo bono;2 ajustes;40;Octubre;No;No tenemos sistema de gestión;People;No;0.1;4;No,  pero escucho ofertas;Home office, flexibilidad de horarios, prepaga, descuentos;Rara: Cual es tu motivación para levantarte cada día;Cultura;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;108000;1014.4655269584821;1
129;2021-10-25T14:00:10Z;Mujer cis;25 - 30;Universitario en curso;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;4;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;1;95000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas;No recibo bono;2 ajustes;18;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;5;No estoy buscando cambiar;Capacitaciones;-;Soporte;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;95000;892.3539357505167;1
130;2021-10-25T14:01:18Z;Prefiero no responder;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Nacional;25;Analista;Indeterminado;Full time;Reclutamiento;2;2;2;8;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Home office, Idiomas;Menos de un sueldo;3 o más ajustes;20;Septiembre;No;SAP / SuccessFactors;Gestión de Personas;No;NA;3;No,  pero escucho ofertas;Prepaga mejor, charter, licencias extendidas y flex time;¿Que animal te representa y por que?;Gestión;No;Ni de acuerdo ni en desacuerdo;0.6;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;Algo satisfecho;3;106.46;1;120000;1127.183918842758;1
131;2021-10-25T14:03:54Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios públicos (agua, gas, electricidad);2.501 - 5.000;Nacional;90;Pasante;Pasante;Part time;Capacitación y Desarrollo;0;1;1;2;29700;Vacaciones extendidas, Gimnasio;No recibo bono;2 ajustes;20;Julio;No;SAP / SuccessFactors;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Trabajar 4 días 5 horas (trabajo 5 días 4horas);Situación sentimental;NA;No;En desacuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No aplica;De la empresa;2 días;Prefiero no responder;Algo insatisfecho;4;106.46;1;29700;278.97801991358256;1
132;2021-10-25T14:06:28Z;Hombre cis;25 - 30;Maestría en curso;Administración de Empresas;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Payroll;0;3;2;3;90000;No tengo beneficios adicionales;Menos de un sueldo;2 ajustes;35;Julio;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;3;Sí, activamente;Obra social, capacitacion, almuerzo;NA;Esencial;No;Ni de acuerdo ni en desacuerdo;0.1;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;4;106.46;1;90000;845.3879391320685;1
133;2021-10-25T14:08:01Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;1 - 50;Nacional;3;Analista;Indeterminado;Full time;Payroll;1;7;7;7;150000;No tengo beneficios adicionales;Un sueldo;1 solo;45;Junio;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Más vacaciones, Home office con equipamiento;Que animal serías;Vinculación;No;De acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;150000;1408.9798985534474;1
134;2021-10-25T14:12:15Z;Hombre cis;31 - 35;Maestría completa;Comunicación;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Multinacional;1;Responsable;Indeterminado;Full time;Generalista;1;0;0;11;203000;Medicina prepaga / Plan de salud;No recibo bono;3 o más ajustes;30;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;1;Sí, activamente;Home office - Bono - Vacaciones extendidas - Posgrados;Si fuera una planta, ¿cual sería?;Personas;No;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;2;106.46;1;203000;1906.8194627089988;1
135;2021-10-25T14:24:08Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;2;Analista;Indeterminado;Full time;Administración de Personal;0;3;3;3;100000;No tengo beneficios adicionales;Menos de un sueldo;No tuve ajustes;36;Septiembre;No;Enlatado propio;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Prepaga, horariosFlexibles, día de cumpleaños libre;NA;NA;No;Ni de acuerdo ni en desacuerdo;0.8;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;Febrero 2022;De común acuerdo;No aplica;Presencial;Algo satisfecho;4;106.46;1;100000;939.3199323689649;1
136;2021-10-25T14:35:46Z;Prefiero no responder;36 - 40;Diplomado de posgrado en curso;Psicología;Universidad Privada;Paraguay;NA;Relación de Dependencia;Otros;251 - 500;Nacional;4;Responsable;Indeterminado;Full time;Capacitación y Desarrollo;0;0;3;10;5000000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;NA;3;Sí, activamente;Salario acorde a formación, horas y dias libres o homeoficce;Cuanto pesas;Aliado;Prefiero no responder;Totalmente en desacuerdo;0.5;Totalmente en desacuerdo;Obesidad;No;Si;No;En evaluación;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo insatisfecho;4;6842.77;1;5000000;730.6982406247762;1
137;2021-10-25T14:35:49Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Educación;51 - 100;Nacional;2;Analista;Indeterminado;Full time;Administración de Personal;0;2;2;4;87000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;20;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;capacitación y home office;Plato preferido y como me identifico a través del mismo. Pregunta de Assesment;Gestión;No;Ni de acuerdo ni en desacuerdo;0.7;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;Noviembre 2021;De la empresa;4 días;Teletrabajo;Algo insatisfecho;4;106.46;1;87000;817.2083411609995;1
138;2021-10-25T14:40:04Z;Hombre cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;6;Responsable;Indeterminado;Full time;Generalista;2;14;1;12;120000;Medicina prepaga / Plan de salud;No recibo bono;2 ajustes;36;Agosto;No;Gv sistemas;Relaciones Industriales;No;0.1;3;No,  pero escucho ofertas;Nafta, pago de capacitaciones;Por que me case?;Estrategico;No;Ni de acuerdo ni en desacuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;4;106.46;1;120000;1127.183918842758;1
139;2021-10-25T14:43:36Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;2.501 - 5.000;Multinacional;17;Analista;Indeterminado;Full time;People Analytics;0;0;0;5;138000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;45;Septiembre;No;Workday;HR Support;Si;0.8;5;No estoy buscando cambiar;Pago de capacitaciones, posgrados, certificaciones, etc.;NA;PERSONAS;No;Totalmente de acuerdo;0.4;En desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;3 días;Mixta;Algo insatisfecho;4;106.46;1;138000;1296.2615066691717;1
140;2021-10-25T14:45:49Z;Mujer cis;25 - 30;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;4;Analista;Indeterminado;Full time;Reclutamiento;0;1;1;3;102350;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Reintegro en electricidad;No recibo bono;3 o más ajustes;48;Octubre;No;No tenemos sistema de gestión;Talento y Cultura;No;NA;4;No estoy buscando cambiar;Sueldo en dólares;NA;Gente;No;Totalmente de acuerdo;0.5;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;Si;Remoto 100%;NA;De común acuerdo;A elección de cada empleado;Teletrabajo;NA;4;106.46;1;102350;961.3939507796356;1
141;2021-10-25T14:52:49Z;Hombre cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;4;4;15;220000;Medicina prepaga / Plan de salud, Abono de celular, Posgrados;No recibo bono;3 o más ajustes;59;Septiembre;No;Softland;Recursos Humanos;No;0.1;4;No,  pero escucho ofertas;Bono por rendimiento;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;220000;2066.503851211723;1
142;2021-10-25T14:59:55Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;3;Analista;Indeterminado;Full time;Reclutamiento;0;0;5;5;135000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Home office;No recibo bono;2 ajustes;45;Septiembre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;135000;1268.0819086981026;1
143;2021-10-25T15:02:11Z;Mujer cis;31 - 35;Diplomado de posgrado en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;51 - 100;Nacional;3;Analista;Monotributista;Full time;Generalista;0;0;0;10;105000;Horarios flexibles, Idiomas;No recibo bono;1 solo;10;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;3;Sí, activamente;NA;Si tenia pensado ser madre ese año.;NA;No;Ni de acuerdo ni en desacuerdo;0.5;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;1;106.46;1;105000;986.2859289874132;1
144;2021-10-25T15:10:11Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Otros;251 - 500;Nacional;4;HRBP;Indeterminado;Full time;Reclutamiento;0;3;3;10;179000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;1 solo;30;Septiembre;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;No;0.1;4;No estoy buscando cambiar;Home Office;-;Servicio;Prefiero no responder;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;4;106.46;1;179000;1681.3826789404472;1
145;2021-10-25T15:34:04Z;Mujer cis;31 - 35;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Uruguay;NA;Relación de Dependencia;Construcción;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Generalista;0;1;1;12;48000;No tengo beneficios adicionales;No recibo bono;1 solo;6.5;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;3;Sí, activamente;Varios;Sobre los hijos;.;No;Totalmente en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;1;44.001;1;48000;1090.8842980841346;1
146;2021-10-25T15:55:22Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;Generalista;0;3;1;3;131000;Comedor / Almuerzos, Préstamos;Un sueldo;No tuve ajustes;30;Agosto;No;UBIAR;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;Gimnasio - horarios flexibles - modelo hibrido de trabajo;NA;Soporte;No;Ni de acuerdo ni en desacuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;131000;1230.5091114033441;1
147;2021-10-25T16:05:33Z;Hombre cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;251 - 500;Nacional;2;Jefe;Indeterminado;Full time;Administración de Personal;2;3;7;15;250000;Medicina prepaga / Plan de salud, Frutas y snacks, Gimnasio, Home office, Préstamos;No recibo bono;3 o más ajustes;30;Octubre;No;BS GESTIÓN;Recursos Humanos;No;0;5;No,  pero escucho ofertas;NA;NA;DEDICACIÓN;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Mixto;No esta definido;De la empresa;2 días;Mixta;Muy satisfecho;5;106.46;1;250000;2348.299830922412;1
148;2021-10-25T16:17:04Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;2;Responsable;Plazo Fijo;Full time;Generalista;1;1;1;4;150000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;10;Mayo;No;Nucleus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;150000;1408.9798985534474;1
150;2021-10-25T16:50:41Z;Mujer cis;18 - 25;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1.001 - 2.500;Multinacional;20;Analista;Indeterminado;Full time;Generalista;0;0;0;4;100000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;1 solo;14;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.7;3;Sí, activamente;Gimnasio, capacitacion, bonos por eventos, etc;No recuerdo;Motor;Si;Totalmente de acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;No aplica;3 días;Mixta;Muy satisfecho;4;106.46;1;100000;939.3199323689649;1
151;2021-10-25T16:57:34Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Multinacional;12;Pasante;Pasante;Part time;Reclutamiento;0;0;0;0;30588;Medicina prepaga / Plan de salud, Vacaciones extendidas, Charter / Servicio de transporte, Comedor / Almuerzos, Home office;No recibo bono;1 solo;0;Marzo;No;usan muchos diferentes, incluidos Meta4 y SAP;Recursos Humanos;Si;0;3;No estoy buscando cambiar;Créditos para aplicaciones de comida;NA;NA;No;De acuerdo;0;De acuerdo;No tengo ninguna discapacidad;No se;No;Si;Mixto;No aplica;De la empresa;No aplica;Teletrabajo;Algo satisfecho;5;106.46;1;30588;287.319180913019;1
152;2021-10-25T16:58:10Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;8;Analista;Indeterminado;Full time;Generalista;0;2;2;4;114000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office;No recibo bono;3 o más ajustes;30;Noviembre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;114000;1070.82472290062;1
153;2021-10-25T17:07:19Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Comunicación;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;501 - 1.000;Nacional;8;Responsable;Indeterminado;Full time;Comunicación Interna;1;2;2;6;149000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Home office, Posgrados, Préstamos;No recibo bono;3 o más ajustes;30;Septiembre;No;Bejerman;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Bono;No recuerdo.;Servicio;No;De acuerdo;0.1;En desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;2 días;Presencial;Algo satisfecho;3;106.46;1;149000;1399.5866992297576;1
