id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;moneda;codigo_iso;banco;tipo_cambio;fuente;multiplicador;sueldo_ft;sueldo_dolar;cuenta
71;2023-10-07T16:04:13Z;Mujer cis;31 - 35;Maestría o superior abandonada;Comunicación organizacional;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;1;HRBP;Monotributista;Full time;Reclutamiento y selección;0;2;1;8;930000;Remoto 100%;Horarios flexibles, Vacaciones extendidas, Abono de celular, Home office, Idiomas;Un sueldo;2 ajustes;45;No;Emails;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;No;Reportes Nativos del Sistema de Gestión;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;930000;2527.5860194596944;1
72;2023-10-07T18:53:01Z;Mujer cis;31 - 35;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;51 - 100;Multinacional;3;Gerente;Indeterminado;Full time;Generalista;2;2;2;15;1400000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;75;Si;Reuniones, Emails, Entrevistas;4;No,  pero escucho ofertas;Si;ADRHA;NA;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño;No;Reportes Nativos del Sistema de Gestión, Excel;No sé;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1400000;3804.9682013371744;1
73;2023-10-07T19:32:35Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;1;Gerente;Indeterminado;Full time;Administración de personal;0;1;1;5;700000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Home office;Variable en función de los resultados de compañía;3 o más ajustes;70;No;Emails;3;No,  pero escucho ofertas;Si;-;Que se forme por fuera de la facultad.;No;No tengo ninguna discapacidad;0.4;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);-;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;700000;1902.4841006685872;1
74;2023-10-08T08:57:04Z;Prefiero no responder;36 - 40;Diplomado de posgrado en curso;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Otros;1 - 50;Nacional;1;Jefe;Indeterminado;Full time;Generalista;0;1;1;13;14500;Presencial 100%;Gimnasio;Dos sueldos;No tuve ajustes;0;No;NA;5;No,  pero escucho ofertas;No;Ninguno;Que si le apasiona trabajar por la gente es un gran indicador;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boliviano;BOB;BCB;6.96;https://www.bcb.gob.bo/;1;14500;2083.3333333333335;1
75;2023-10-08T18:22:25Z;Mujer cis;31 - 35;Terciario completo;Org Eventos;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;1;Administrativo;Indeterminado;Full time;Administración de personal;0;0;0;6;200000;Híbrido/Mixto;Medicina prepaga / Plan de salud;No recibo bono;1 solo;15;No;Emails, Documentación;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;Si pero no es tanto;No tenemos sistema de gestión;No;NA;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Para armado de job descriptions;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;200000;543.5668859053106;1
77;2023-10-09T09:55:54Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;51 - 100;Nacional;0;Analista;Indeterminado;Full time;Generalista;0;0;0;5;370000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;1 solo;14;No;NA;1;Sí, activamente;No;NA;NA;Si;No tengo ninguna discapacidad;0.1;Si;No;Si;Si, es muy machista;No tenemos sistema de gestión;No;NA;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Redacción para comunicación internar;no;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;370000;1005.5987389248247;1
78;2023-10-09T10:21:44Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;9;Supervisor;Indeterminado;Full time;Compensaciones y beneficios;0;2;1;8;830000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office;Un sueldo;3 o más ajustes;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;830000;2255.8025765070392;1
79;2023-10-09T10:49:13Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;11;Responsable;Indeterminado;Full time;Generalista;0;7;2;8;850000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;3 o más ajustes;75;No;NA;4;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.2;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las usé sólo una vez;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;850000;2310.1592650975704;1
80;2023-10-09T10:55:32Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;1;Director;Indeterminado;Full time;Generalista;0;2;2;19;78700;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;96;No;Emails, Entrevistas;5;No,  pero escucho ofertas;Si;Mujeres de RRHH;NA;No;No tengo ninguna discapacidad;0.4;No;No;No;No es un entorno machista;Sueldos;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Todos los procesos;Excel, Ciencia de Datos (R, Python, Sas, etc.), Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;78700;213.89356960373973;1
81;2023-10-09T10:56:37Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;2;2;15;900000;Híbrido/Mixto;No tengo beneficios adicionales;No recibo bono;2 ajustes;45;No;NA;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;900000;2446.0509865738977;1
82;2023-10-09T11:00:53Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;3;Gerente;Contractor (para otros países);Full time;Reclutamiento y selección;2;2;1;2;1320000;Remoto 100%;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Si;Reuniones, Emails, Reportes, Entrevistas, Documentación;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1320000;3587.5414469750503;1
83;2023-10-09T11:01:10Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;501 - 1.000;Nacional;6;Analista;Indeterminado;Full time;Administración de personal;0;8;5;5;600000;Presencial 100%;Medicina prepaga / Plan de salud, Préstamos;Menos de un sueldo;3 o más ajustes;100;No;NA;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.8;No;No;No;No es un entorno machista;Sueldos;No;Excel;Se mantuvo estable;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
84;2023-10-09T11:11:54Z;Mujer cis;55 - 60;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Privada;Colombia;NA;Relación de Dependencia;Otros;101 - 250;Nacional;3;HRBP;Indeterminado;Full time;Todo Generalista;4;2;2;15;420000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Home office;No recibo bono;2 ajustes;25;No;Reportes;1;Sí, activamente;No;NA;Que lo piense, es una profesión muy competida y las personas que tiene altos cargos son personas que han subido de puesto no ha sido por merito sino porque alguien lo llevo y lo presento y le dieron el mejor puesto entonces no tiene muchos conocimientos de la profesión y al ver que alguien sabe mas que el busca por todos los medio aniquilarlo, en Argentina es muy difícil crecer porque todos los jefes gerentes etc. son Re inseguros.;Prefiero no responder;No tengo ninguna discapacidad;0.1;No;No;Si;Si, es muy machista;Nómina, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No;Excel;Ha decrecido;No las usé nunca;NA;Excel;NA;NA;NA;4044.51;https://www.banrep.gov.co/es/estadisticas/trm;1;420000;103.84447065281084;1
85;2023-10-09T11:14:05Z;Mujer cis;41 - 45;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;Analista;Indeterminado;Part time;Reclutamiento y selección;0;1;1;3;318313;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office;Menos de un sueldo;3 o más ajustes;80.2;No;Emails, Documentación, no lo exigen, pero hay contacto directo con el inglés;4;No estoy buscando cambiar;Si;Soy coordinadora del área de empleabilidad de una Fundación;Que se actualiza constantemente y sume tecnología;No;No tengo ninguna discapacidad;0.7;No;No;en un trabajo anterior, acoso psicológico y misoginia;No es un entorno machista;Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Inspiración en ideas, creación de textos;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), Ciencia de Datos (R, Python, Sas, etc.), People Analytics, las pagué yo;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;318313;865.1220307658857;1
86;2023-10-09T11:14:53Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Nacional;130;Analista;Indeterminado;Full time;Reclutamiento y selección;0;16;0;19;350000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;74;No;Reportes;5;No,  pero escucho ofertas;Si;empujar junior achievement;que trabaje antes de recibirse;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;350000;951.2420503342936;1
87;2023-10-09T11:15:07Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;3;436265;Híbrido/Mixto;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Préstamos;Variable en función de los resultados de compañía;3 o más ajustes;80;No;no uso;5;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.3;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);Para corregir errores en informes de charlas con los colaboradores o entrevistas;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;436265;1185.6960373974018;1
88;2023-10-09T11:31:36Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;9;HRBP;Indeterminado;Full time;People analytics;0;1;1;7;530000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office;No recibo bono;3 o más ajustes;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;530000;1440.4522476490731;1
89;2023-10-09T12:13:44Z;Hombre cis;36 - 40;Universitario abandonado;Psicología;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Nacional;1;Gerente;Indeterminado;Full time;Generalista;0;2;2;15;700800;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Home office;Tres sueldos o más;3 o más ajustes;100;Si;Reuniones, Emails, Entrevistas;4;No estoy buscando cambiar;Si;grupos wsapp + ADHRA;NA;No;No tengo ninguna discapacidad;0.3;Si;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Comunicaiones, políticas, etc.;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;700800;1904.6583682122084;1
90;2023-10-09T12:28:13Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;10;Analista;Indeterminado;Full time;Reclutamiento y selección;0;2;3;3;200000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Idiomas;Variable en función de los resultados de compañía;2 ajustes;2;No;Emails, Entrevistas, Documentación;3;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;200000;543.5668859053106;1
91;2023-10-09T12:30:13Z;Mujer cis;18 - 25;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Nacional;50;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;0;0;1;280000;Híbrido/Mixto;Tarjeta de descuento, Frutas y snacks, Home office;Menos de un sueldo;2 ajustes;30;No;Entrevistas;4;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.7;Si;No;Si;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No;Reportes Nativos del Sistema de Gestión, Excel;Ha crecido;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;280000;760.9936402674349;1
92;2023-10-09T12:39:22Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Otros;251 - 500;Nacional;9;Jefe;Indeterminado;Full time;Administración de personal;1;1;6;9;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Guadería, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Un sueldo;3 o más ajustes;90;No;Reuniones, Emails;4;No,  pero escucho ofertas;No;NA;Formación continua;No;No tengo ninguna discapacidad;0.5;Si;No se;No;No es un entorno machista;Nómina, Sueldos;No;NA;No sé;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
93;2023-10-09T12:48:14Z;Mujer cis;41 - 45;Maestría o superior completa;Abogacía;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Comercio;1 - 50;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;0;4;10;516019;Presencial 100%;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas;No recibo bono;No tuve ajustes;46.5;No;eventos;4;No,  pero escucho ofertas;No;NA;que sea apasionado por lo que hace;No;No tengo ninguna discapacidad;0.1;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;No sé;No las usé nunca;NA;aspectos técnicos del negocio;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;516019;1402.4542044898624;1
94;2023-10-09T13:13:05Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Chile;NA;Relación de Dependencia;Educación;1 - 50;Nacional;1;Administrativo;Plazo Fijo;Full time;Compensaciones y beneficios;0;0;0;15;1000000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;No;Ninguna;5;No,  pero escucho ofertas;Si;Red de RRHH;Que no se gana mucho dinero;No;Visual;0.1;No;No;No;Si pero no es tanto;Sueldos;No;Excel;No sé;Las usé sólo una vez;Como Ideas de procedimientos;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);Peso chileno;CLP;BCCH;910.28;https://www.bcentral.cl/;1;1000000;1098.5630794920244;1
95;2023-10-09T13:25:08Z;Mujer cis;26 - 30;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;2.501 - 5.000;Multinacional;50;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;8;8;830000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Gimnasio, Reintegro en electricidad;No recibo bono;3 o más ajustes;63;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;3;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño, Compensación y Beneficios;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;830000;2255.8025765070392;1
96;2023-10-09T14:07:15Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Multinacional;80;Analista;Indeterminado;Full time;Administración de personal;0;3;1;5;653000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Asistencia Psicológica, Abono de internet, Charter / Servicio de transporte, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Asesoramiento Financiero, Posgrados, Préstamos, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación;Variable en función de los resultados de compañía;3 o más ajustes;91;Si;Reuniones, Emails, Capacitación;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.6;Si;Si;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Software de Data Science (R, Python, SAS), Excel;Ha crecido;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;653000;1774.7458824808393;1
99;2023-10-09T14:30:42Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;Responsable;Indeterminado;Full time;Reclutamiento y selección;0;1;1;7;450000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;3 o más ajustes;70;No;Reuniones;5;No,  pero escucho ofertas;No;NA;Debería realizar pasantías, aprender de los errores, no enfocarse en el salario sino en el aprendizaje;No;No tengo ninguna discapacidad;0.7;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System, No tenemos sistema de gestión;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);para correcciones como comunicación interna y análisis de algunos datos;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;450000;1223.0254932869489;1
100;2023-10-09T15:46:20Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;Responsable;Indeterminado;Full time;Generalista;1;0;0;12;500000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Home office;No recibo bono;2 ajustes;63;No;Capacitación, Documentación;5;No estoy buscando cambiar;Si;Grupo de whatsapp BENCH+;NA;No;No tengo ninguna discapacidad;0.3;No;No;No;No es un entorno machista;Sueldos;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);Porque me encuentro sola en el área de Talento y la considero útil para la redacción de comunicados y/o procedimientos, políticas, etc.;Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;500000;1358.9172147632767;1
101;2023-10-09T15:54:59Z;Hombre cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Chaco;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;2;1;1;240000;Presencial 100%;Tarjeta de descuento, Frutas y snacks, Reintegros en capacitación;No recibo bono;3 o más ajustes;23;No;Emails;5;No,  pero escucho ofertas;Si;Busqueda y selección;Que no tema en preguntar. Siempre tiene solución antes de hacer algo que por no preguntar pueda tener un impacto negativo;No;No tengo ninguna discapacidad;0.5;No;Si;No;Si pero no es tanto;Nómina, Sueldos;No;Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Para inducción;Excel;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;240000;652.2802630863728;1
103;2023-10-09T16:41:41Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;1 - 50;Nacional;2;Administrativo;Indeterminado;Part time;Auxiliar (tareas hard y soft);0;2;2;2;169000;Presencial 100%;Medicina prepaga / Plan de salud;No recibo bono;3 o más ajustes;80;No;NA;1;Sí, activamente;Si;NA;Que primero vea el rubro en el que le gustaría trabajar y que le conviene aprender ingles a estudiar una carrera de RRHH hoy por hoy;No;No tengo ninguna discapacidad;0.1;No;No;No;Si pero no es tanto;No tenemos sistema de gestión;No;Excel;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Elaboración de procesos, documentación y comunicados;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;169000;459.3140185899875;1
104;2023-10-09T19:44:33Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;2.501 - 5.000;Multinacional;40;Analista;Indeterminado;Full time;People analytics;0;0;0;4;330000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Licencias extendidas, Abono de internet, Charter / Servicio de transporte, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;50;Si;Reuniones, Emails, Reportes, Capacitación, Documentación;4;No estoy buscando cambiar;No;-;Que aprendan a usar tecnologías y datos como diferenciadores;No;NA;0.3;Si;Si;No;No es un entorno machista;Gestión del Desempeño, Capacitación;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;No las usé nunca;NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;330000;896.8853617437626;1
107;2023-10-10T08:28:13Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;2;Analista;Indeterminado;Full time;Administración de personal;0;0;0;3;385000;Presencial 100%;Medicina prepaga / Plan de salud;No recibo bono;3 o más ajustes;150;No;NA;4;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;No;Si, es muy machista;No tenemos sistema de gestión;No;Excel;Ha decrecido;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;385000;1046.366255367723;1
