id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;registro_fiscal;anios_freelance;motivo;lugar_trabajo;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;riesgo;ingresos_fijo_variable;coeficiente;base_coeficiente;garantia;busqueda_tiempo;busqueda_barrera;requisitos_raros;servicio_principal;modalidad_servicios;negociacion;valor_hora
69;2023-10-06T12:01:58Z;Hombre cis;41 - 45;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;;Director;Indeterminado;Full time;Generalista;6;2;2;;1650000;Híbrido/Mixto;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office, Idiomas, Posgrados;No recibo bono;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
70;2023-10-06T18:40:40Z;Hombre cis;36 - 40;Maestría o superior completa;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Alimentación, bebidas;1 - 50;Multinacional;;Coordinador para 3 países;Indeterminado;Full time;Generalista;0;7;2;;19772;Híbrido/Mixto;Asistencia Psicológica, Home office, Idiomas, Asesoramiento Financiero, Asesoramiento legal, nutricional, productos de la empresa con descuento;No recibo bono;No tuve ajustes;;No;NA;5;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.3;No;No;No;No es un entorno machista;Gestión del Desempeño;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;No las usé nunca;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
71;2023-10-07T16:04:13Z;Mujer cis;31 - 35;Maestría o superior abandonada;Comunicación organizacional;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;;HRBP;Monotributista;Full time;Reclutamiento y selección;0;2;1;;930000;Remoto 100%;Horarios flexibles, Vacaciones extendidas, Abono de celular, Home office, Idiomas;Un sueldo;2 ajustes;;No;Emails;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;No;Reportes Nativos del Sistema de Gestión;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
72;2023-10-07T18:53:01Z;Mujer cis;31 - 35;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;51 - 100;Multinacional;;Gerente;Indeterminado;Full time;Generalista;2;2;2;;1400000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;;Si;Reuniones, Emails, Entrevistas;4;No,  pero escucho ofertas;Si;ADRHA;NA;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño;No;Reportes Nativos del Sistema de Gestión, Excel;No sé;No las usé nunca;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
73;2023-10-07T19:32:35Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Administración de personal;0;1;1;;700000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Home office;Variable en función de los resultados de compañía;3 o más ajustes;;No;Emails;3;No,  pero escucho ofertas;Si;-;Que se forme por fuera de la facultad.;No;No tengo ninguna discapacidad;0.4;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);-;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), People Analytics;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
74;2023-10-08T08:57:04Z;Prefiero no responder;36 - 40;Diplomado de posgrado en curso;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Otros;1 - 50;Nacional;;Jefe;Indeterminado;Full time;Generalista;0;1;1;;14500;Presencial 100%;Gimnasio;Dos sueldos;No tuve ajustes;;No;NA;5;No,  pero escucho ofertas;No;Ninguno;Que si le apasiona trabajar por la gente es un gran indicador;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
75;2023-10-08T18:22:25Z;Mujer cis;31 - 35;Terciario completo;Org Eventos;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;;Administrativo;Indeterminado;Full time;Administración de personal;0;0;0;;200000;Híbrido/Mixto;Medicina prepaga / Plan de salud;No recibo bono;1 solo;;No;Emails, Documentación;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;Si pero no es tanto;No tenemos sistema de gestión;No;NA;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Para armado de job descriptions;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
76;2023-10-09T09:26:02Z;Hombre cis;36 - 40;Maestría o superior en curso;Contador Público;Universidad Privada;Argentina;Neuquén;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;1;;Casa;No;No exporto servicios;No;No;No;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Counseling;Mix;Si;
77;2023-10-09T09:55:54Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;0;0;;370000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;1 solo;;No;NA;1;Sí, activamente;No;NA;NA;Si;No tengo ninguna discapacidad;0.1;Si;No;Si;Si, es muy machista;No tenemos sistema de gestión;No;NA;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Redacción para comunicación internar;no;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
78;2023-10-09T10:21:44Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Supervisor;Indeterminado;Full time;Compensaciones y beneficios;0;2;1;;830000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office;Un sueldo;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
79;2023-10-09T10:49:13Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;7;2;;850000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;3 o más ajustes;;No;NA;4;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.2;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las usé sólo una vez;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
80;2023-10-09T10:55:32Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Director;Indeterminado;Full time;Generalista;0;2;2;;78700;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;;No;Emails, Entrevistas;5;No,  pero escucho ofertas;Si;Mujeres de RRHH;NA;No;No tengo ninguna discapacidad;0.4;No;No;No;No es un entorno machista;Sueldos;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Todos los procesos;Excel, Ciencia de Datos (R, Python, Sas, etc.), Inteligencia Artificial;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
81;2023-10-09T10:56:37Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;2;2;;900000;Híbrido/Mixto;No tengo beneficios adicionales;No recibo bono;2 ajustes;;No;NA;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
82;2023-10-09T11:00:53Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;;Gerente;Contractor (para otros países);Full time;Reclutamiento y selección;2;2;1;;1320000;Remoto 100%;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;;Si;Reuniones, Emails, Reportes, Entrevistas, Documentación;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
83;2023-10-09T11:01:10Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;501 - 1.000;Nacional;;Analista;Indeterminado;Full time;Administración de personal;0;8;5;;600000;Presencial 100%;Medicina prepaga / Plan de salud, Préstamos;Menos de un sueldo;3 o más ajustes;;No;NA;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.8;No;No;No;No es un entorno machista;Sueldos;No;Excel;Se mantuvo estable;No las usé nunca;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
84;2023-10-09T11:11:54Z;Mujer cis;55 - 60;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Privada;Colombia;NA;Relación de Dependencia;Otros;101 - 250;Nacional;;HRBP;Indeterminado;Full time;Todo Generalista;4;2;2;;420000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Home office;No recibo bono;2 ajustes;;No;Reportes;1;Sí, activamente;No;NA;Que lo piense, es una profesión muy competida y las personas que tiene altos cargos son personas que han subido de puesto no ha sido por merito sino porque alguien lo llevo y lo presento y le dieron el mejor puesto entonces no tiene muchos conocimientos de la profesión y al ver que alguien sabe mas que el busca por todos los medio aniquilarlo, en Argentina es muy difícil crecer porque todos los jefes gerentes etc. son Re inseguros.;Prefiero no responder;No tengo ninguna discapacidad;0.1;No;No;Si;Si, es muy machista;Nómina, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No;Excel;Ha decrecido;No las usé nunca;NA;Excel;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
85;2023-10-09T11:14:05Z;Mujer cis;41 - 45;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Analista;Indeterminado;Part time;Reclutamiento y selección;0;1;1;;318313;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office;Menos de un sueldo;3 o más ajustes;;No;Emails, Documentación, no lo exigen, pero hay contacto directo con el inglés;4;No estoy buscando cambiar;Si;Soy coordinadora del área de empleabilidad de una Fundación;Que se actualiza constantemente y sume tecnología;No;No tengo ninguna discapacidad;0.7;No;No;en un trabajo anterior, acoso psicológico y misoginia;No es un entorno machista;Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Inspiración en ideas, creación de textos;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL), Ciencia de Datos (R, Python, Sas, etc.), People Analytics, las pagué yo;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
86;2023-10-09T11:14:53Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;16;0;;350000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;;No;Reportes;5;No,  pero escucho ofertas;Si;empujar junior achievement;que trabaje antes de recibirse;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
87;2023-10-09T11:15:07Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;101 - 250;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;;436265;Híbrido/Mixto;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Préstamos;Variable en función de los resultados de compañía;3 o más ajustes;;No;no uso;5;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.3;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos;No;Excel;No sé;Las uso frecuentemente (varias veces al mes);Para corregir errores en informes de charlas con los colaboradores o entrevistas;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
88;2023-10-09T11:31:36Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;HRBP;Indeterminado;Full time;People analytics;0;1;1;;530000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office;No recibo bono;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
89;2023-10-09T12:13:44Z;Hombre cis;36 - 40;Universitario abandonado;Psicología;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;0;2;2;;700800;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Home office;Tres sueldos o más;3 o más ajustes;;Si;Reuniones, Emails, Entrevistas;4;No estoy buscando cambiar;Si;grupos wsapp + ADHRA;NA;No;No tengo ninguna discapacidad;0.3;Si;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Comunicaiones, políticas, etc.;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
90;2023-10-09T12:28:13Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;2;3;;200000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Idiomas;Variable en función de los resultados de compañía;2 ajustes;;No;Emails, Entrevistas, Documentación;3;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
91;2023-10-09T12:30:13Z;Mujer cis;18 - 25;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Nacional;;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;0;0;;280000;Híbrido/Mixto;Tarjeta de descuento, Frutas y snacks, Home office;Menos de un sueldo;2 ajustes;;No;Entrevistas;4;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.7;Si;No;Si;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;No;Reportes Nativos del Sistema de Gestión, Excel;Ha crecido;No las usé nunca;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
92;2023-10-09T12:39:22Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Otros;251 - 500;Nacional;;Jefe;Indeterminado;Full time;Administración de personal;1;1;6;;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Guadería, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Un sueldo;3 o más ajustes;;No;Reuniones, Emails;4;No,  pero escucho ofertas;No;NA;Formación continua;No;No tengo ninguna discapacidad;0.5;Si;No se;No;No es un entorno machista;Nómina, Sueldos;No;NA;No sé;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
93;2023-10-09T12:48:14Z;Mujer cis;41 - 45;Maestría o superior completa;Abogacía;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Comercio;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;0;4;;516019;Presencial 100%;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas;No recibo bono;No tuve ajustes;;No;eventos;4;No,  pero escucho ofertas;No;NA;que sea apasionado por lo que hace;No;No tengo ninguna discapacidad;0.1;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;No sé;No las usé nunca;NA;aspectos técnicos del negocio;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
94;2023-10-09T13:13:05Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Chile;NA;Relación de Dependencia;Educación;1 - 50;Nacional;;Administrativo;Plazo Fijo;Full time;Compensaciones y beneficios;0;0;0;;1000000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;;No;Ninguna;5;No,  pero escucho ofertas;Si;Red de RRHH;Que no se gana mucho dinero;No;Visual;0.1;No;No;No;Si pero no es tanto;Sueldos;No;Excel;No sé;Las usé sólo una vez;Como Ideas de procedimientos;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
95;2023-10-09T13:25:08Z;Mujer cis;26 - 30;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;2.501 - 5.000;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;8;;830000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Gimnasio, Reintegro en electricidad;No recibo bono;3 o más ajustes;;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;3;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño, Compensación y Beneficios;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
96;2023-10-09T14:07:15Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Multinacional;;Analista;Indeterminado;Full time;Administración de personal;0;3;1;;653000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Asistencia Psicológica, Abono de internet, Charter / Servicio de transporte, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Asesoramiento Financiero, Posgrados, Préstamos, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación;Variable en función de los resultados de compañía;3 o más ajustes;;Si;Reuniones, Emails, Capacitación;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.6;Si;Si;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Software de Data Science (R, Python, SAS), Excel;Ha crecido;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
97;2023-10-09T14:19:15Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Mendoza;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;3;;Casa (hard, todo lo que pueda hacer con la compu) y en mi oficina (soft como las entrevistas, psciotécnicos). Separo los días y horarios;No;No exporto servicios;Si, eventualmente;Si;Si;No;Si, esporádicamente;No;Variables;;Remuneración mensual del ingresante;3 meses;20;Demora en la contratación por parte del cliente;Ninguno hasta ahora.;NA;NA;NA;
98;2023-10-09T14:19:43Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Privada;Perú;NA;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;3;;Casa;Si;Wise;No;No;No;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Capacitación;Remota;Depende el cliente;
99;2023-10-09T14:30:42Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Responsable;Indeterminado;Full time;Reclutamiento y selección;0;1;1;;450000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;3 o más ajustes;;No;Reuniones;5;No,  pero escucho ofertas;No;NA;Debería realizar pasantías, aprender de los errores, no enfocarse en el salario sino en el aprendizaje;No;No tengo ninguna discapacidad;0.7;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System, No tenemos sistema de gestión;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);para correcciones como comunicación interna y análisis de algunos datos;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
